,Unnamed: 0.1,Unnamed: 0,is_sarcastic,text,source,text_mod,tokenized,tokenized_cleaned,lemmatized,tokens,num_words
1073,1073,1073,1,обожнюю коли нам кажуть про те як легко нам жити)))),Twitter,обожнюю коли нам кажуть про те як легко нам жити)))),"['обожнюю', 'коли', 'нам', 'кажуть', 'про', 'те', 'як', 'легко', 'нам', 'жити', ')', ')', ')']",обожнюю коли нам кажуть про те як легко нам жити ) ) ),"['обожнювати', 'коли', 'ми', 'казати', 'про', 'те', 'як', 'легко', 'ми', 'жити', ')', ')', ')']","['обожнюю', 'коли', 'нам', 'кажуть', 'про', 'те', 'як', 'легко', 'нам', 'жити']",10
4687,4687,8482,1,"ви не розумієте, це інше 😏 ",Telegram,"ви не розумієте, це інше 😏 ","['ви', 'не', 'розумієте', ',', 'це', 'інше', '😏']",ви не розумієте це інше 😏,"['ви', 'не', 'розуміти', 'це', 'інше', '😏']","['ви', 'не', 'розумієте', 'це', 'інше']",5
2997,2997,2997,1,"@lesyadzuba Ні, ну звісно, що краще було залишити бідну тваринку помирати там 
А щодо того, що тепер у неї буде новий дім, так то взагалі бєспрєдєл! ",Twitter," ні, ну звісно, що краще було залишити бідну тваринку помирати там 
а щодо того, що тепер у неї буде новий дім, так то взагалі бєспрєдєл! ","['ні', ',', 'ну', 'звісно', ',', 'що', 'краще', 'було', 'залишити', 'бідну', 'тваринку', 'помирати', 'там', 'а', 'щодо', 'того', ',', 'що', 'тепер', 'у', 'неї', 'буде', 'новий', 'дім', ',', 'так', 'то', 'взагалі', 'бєспрєдєл', '!']",ні ну звісно що краще було залишити бідну тваринку помирати там а щодо того що тепер у неї буде новий дім так то взагалі бєспрєдєл !,"['ні', 'ну', 'звісно', 'що', 'краще', 'бути', 'залишити', 'бідний', 'тваринка', 'помирати', 'там', 'а', 'щодо', 'те', 'що', 'тепер', 'у', 'вона', 'бути', 'новий', 'дім', 'так', 'то', 'взагалі', 'бєспрєдєл', '!']","['ні', 'ну', 'звісно', 'що', 'краще', 'було', 'залишити', 'бідну', 'тваринку', 'помирати', 'там', 'а', 'щодо', 'того', 'що', 'тепер', 'у', 'неї', 'буде', 'новий', 'дім', 'так', 'то', 'взагалі', 'бєспрєдєл']",25
5126,5126,8923,1,"Генпрокуратура зайтята терористом стерненком, нащо їм той добрий вагініровец ",Telegram,"генпрокуратура зайтята терористом стерненком, нащо їм той добрий вагініровец ","['генпрокуратура', 'зайтята', 'терористом', 'стерненком', ',', 'нащо', 'їм', 'той', 'добрий', 'вагініровец']",генпрокуратура зайтята терористом стерненком нащо їм той добрий вагініровец,"['генпрокуратура', 'зайтятий', 'терорист', 'стерненко', 'нащо', 'вони', 'той', 'добрий', 'вагініровець']","['генпрокуратура', 'зайтята', 'терористом', 'стерненком', 'нащо', 'їм', 'той', 'добрий', 'вагініровец']",9
2542,2542,2542,1,"@nasyazorya Ну звісно, мир краще за втрати.",Twitter," ну звісно, мир краще за втрати.","['ну', 'звісно', ',', 'мир', 'краще', 'за', 'втрати', '.']",ну звісно мир краще за втрати ,"['ну', 'звісно', 'мир', 'краще', 'за', 'втрата']","['ну', 'звісно', 'мир', 'краще', 'за', 'втрати']",6
2548,2548,2548,1,"Сидіти ревіти через те що все твоє навчання покотилось по сраці через війну неймовірно 

я ненавиджу росню, вони спортили навчальне життя не тільки мені, а й усім студентам та учням нашої країни, мене від цього так розриває від злості",Twitter,"сидіти ревіти через те що все твоє навчання покотилось по сраці через війну неймовірно 

я ненавиджу росню, вони спортили навчальне життя не тільки мені, а й усім студентам та учням нашої країни, мене від цього так розриває від злості","['сидіти', 'ревіти', 'через', 'те', 'що', 'все', 'твоє', 'навчання', 'покотилось', 'по', 'сраці', 'через', 'війну', 'неймовірно', 'я', 'ненавиджу', 'росню', ',', 'вони', 'спортили', 'навчальне', 'життя', 'не', 'тільки', 'мені', ',', 'а', 'й', 'усім', 'студентам', 'та', 'учням', 'нашої', 'країни', ',', 'мене', 'від', 'цього', 'так', 'розриває', 'від', 'злості']",сидіти ревіти через те що все твоє навчання покотилось по сраці через війну неймовірно я ненавиджу росню вони спортили навчальне життя не тільки мені а й усім студентам та учням нашої країни мене від цього так розриває від злості,"['сидіти', 'ревіт', 'через', 'те', 'що', 'весь', 'твій', 'навчання', 'покотитися', 'по', 'сраця', 'через', 'війна', 'неймовірно', 'я', 'ненавидіти', 'росень', 'вони', 'спортити', 'навчальний', 'життя', 'не', 'тільки', 'я', 'а', 'й', 'увесь', 'студент', 'та', 'учень', 'наш', 'країна', 'я', 'від', 'це', 'так', 'розривати', 'від', 'злість']","['сидіти', 'ревіти', 'через', 'те', 'що', 'все', 'твоє', 'навчання', 'покотилось', 'по', 'сраці', 'через', 'війну', 'неймовірно', 'я', 'ненавиджу', 'росню', 'вони', 'спортили', 'навчальне', 'життя', 'не', 'тільки', 'мені', 'а', 'й', 'усім', 'студентам', 'та', 'учням', 'нашої', 'країни', 'мене', 'від', 'цього', 'так', 'розриває', 'від', 'злості']",39
952,952,952,1,"а якщо суїциднутись і в запистці написати, що у всьому винна бурократія німеччени? 🤔",Twitter,"а якщо суїциднутись і в запистці написати, що у всьому винна бурократія німеччени? 🤔","['а', 'якщо', 'суїциднутись', 'і', 'в', 'запистці', 'написати', ',', 'що', 'у', 'всьому', 'винна', 'бурократія', 'німеччени', '?', '🤔']",а якщо суїциднутись і в запистці написати що у всьому винна бурократія німеччени ? 🤔,"['а', 'якщо', 'суїциднутися', 'і', 'в', 'запистка', 'написати', 'що', 'у', 'все', 'винний', 'бурократія', 'німеччен', '?', '🤔']","['а', 'якщо', 'суїциднутись', 'і', 'в', 'запистці', 'написати', 'що', 'у', 'всьому', 'винна', 'бурократія', 'німеччени']",13
1451,1451,1451,1,"обожнюю той факт, що очевидно велика частина ком‘юніті вважає небінарних людей травмованими інфантильними сніжинками ",Twitter,"обожнюю той факт, що очевидно велика частина ком‘юніті вважає небінарних людей травмованими інфантильними сніжинками ","['обожнюю', 'той', 'факт', ',', 'що', 'очевидно', 'велика', 'частина', 'ком', '‘', 'юніті', 'вважає', 'небінарних', 'людей', 'травмованими', 'інфантильними', 'сніжинками']",обожнюю той факт що очевидно велика частина ком ‘ юніті вважає небінарних людей травмованими інфантильними сніжинками,"['обожнювати', 'той', 'факт', 'що', 'очевидно', 'великий', 'частина', 'ком', '‘', 'юніт', 'вважати', 'небінарний', 'людина', 'травмований', 'інфантильний', 'сніжинка']","['обожнюю', 'той', 'факт', 'що', 'очевидно', 'велика', 'частина', 'ком', 'юніті', 'вважає', 'небінарних', 'людей', 'травмованими', 'інфантильними', 'сніжинками']",15
138,138,138,1,"як ДОБРЕ, що я не провтикую літо, а працюю((( ",Twitter,"як добре, що я не провтикую літо, а працюю((( ","['як', 'добре', ',', 'що', 'я', 'не', 'провтикую', 'літо', ',', 'а', 'працюю', '(', '(', '(']",як добре що я не провтикую літо а працюю ( ( (,"['як', 'добре', 'що', 'я', 'не', 'провтикувати', 'літо', 'а', 'працювати', '(', '(', '(']","['як', 'добре', 'що', 'я', 'не', 'провтикую', 'літо', 'а', 'працюю']",9
2573,2573,2573,1,Постригти собі нігті на ногах занадто коротко - це різновид селфхарму. І тобі боляче і ніхто не помітить. Зручно,Twitter,постригти собі нігті на ногах занадто коротко - це різновид селфхарму. і тобі боляче і ніхто не помітить. зручно,"['постригти', 'собі', 'нігті', 'на', 'ногах', 'занадто', 'коротко', '-', 'це', 'різновид', 'селфхарму', '.', 'і', 'тобі', 'боляче', 'і', 'ніхто', 'не', 'помітить', '.', 'зручно']",постригти собі нігті на ногах занадто коротко це різновид селфхарму і тобі боляче і ніхто не помітить зручно,"['постригти', 'себе', 'ніготь', 'на', 'нога', 'занадто', 'коротко', 'це', 'різновид', 'селфхарм', 'і', 'ти', 'боляче', 'і', 'ніхто', 'не', 'помітити', 'зручно']","['постригти', 'собі', 'нігті', 'на', 'ногах', 'занадто', 'коротко', 'це', 'різновид', 'селфхарму', 'і', 'тобі', 'боляче', 'і', 'ніхто', 'не', 'помітить', 'зручно']",18
641,641,641,1,"@HromadskeUA Україна для українців, а не всіляких там нобелівських лауреатів!! ",Twitter," україна для українців, а не всіляких там нобелівських лауреатів!! ","['україна', 'для', 'українців', ',', 'а', 'не', 'всіляких', 'там', 'нобелівських', 'лауреатів', '!', '!']",україна для українців а не всіляких там нобелівських лауреатів ! !,"['україна', 'для', 'українець', 'а', 'не', 'всілякий', 'там', 'нобелівський', 'лауреат', '!', '!']","['україна', 'для', 'українців', 'а', 'не', 'всіляких', 'там', 'нобелівських', 'лауреатів']",9
4268,4268,8063,1,"А якщо прогуглити ""знаки перуна"" або ""громовик/громове колесо"" там теж буде посилання до нациків? )",Telegram,"а якщо прогуглити ""знаки перуна"" або ""громовик/громове колесо"" там теж буде посилання до нациків? )","['а', 'якщо', 'прогуглити', '""', 'знаки', 'перуна', '""', 'або', '""', 'громовик', '/', 'громове', 'колесо', '""', 'там', 'теж', 'буде', 'посилання', 'до', 'нациків', '?', ')']","а якщо прогуглити "" знаки перуна "" або "" громовик громове колесо "" там теж буде посилання до нациків ? )","['а', 'якщо', 'прогуглити', '""', 'знак', 'перуна', '""', 'або', '""', 'громовик', 'громовий', 'колесо', '""', 'там', 'теж', 'бути', 'посилання', 'до', 'нацик', '?', ')']","['а', 'якщо', 'прогуглити', 'знаки', 'перуна', 'або', 'громовик', 'громове', 'колесо', 'там', 'теж', 'буде', 'посилання', 'до', 'нациків']",15
2666,2666,2666,1,обожнюю митися в крижаній воді коли на вулиці +8°,Twitter,обожнюю митися в крижаній воді коли на вулиці +8°,"['обожнюю', 'митися', 'в', 'крижаній', 'воді', 'коли', 'на', 'вулиці', '+', '8', '°']",обожнюю митися в крижаній воді коли на вулиці °,"['обожнювати', 'митися', 'в', 'крижаний', 'вода', 'коли', 'на', 'вулиця', '°']","['обожнюю', 'митися', 'в', 'крижаній', 'воді', 'коли', 'на', 'вулиці']",8
2277,2277,2277,1,смайлики для слабаків (с),Twitter,смайлики для слабаків (с),"['смайлики', 'для', 'слабаків', '(', 'с', ')']",смайлики для слабаків ( с ),"['смайлик', 'для', 'слабак', '(', 'С', ')']","['смайлики', 'для', 'слабаків', 'с']",4
1495,1495,1495,1,ЧУДО ДЕНЬ,Twitter,чудо день,"['чудо', 'день']",чудо день,"['чудо', 'день']","['чудо', 'день']",2
2041,2041,2041,1,безмежна подяка своїй мамі за підтримку перед важливим кроком в моєму житті.,Twitter,безмежна подяка своїй мамі за підтримку перед важливим кроком в моєму житті.,"['безмежна', 'подяка', 'своїй', 'мамі', 'за', 'підтримку', 'перед', 'важливим', 'кроком', 'в', 'моєму', 'житті', '.']",безмежна подяка своїй мамі за підтримку перед важливим кроком в моєму житті ,"['безмежний', 'подяка', 'свій', 'мама', 'за', 'підтримка', 'перед', 'важливий', 'крок', 'в', 'мій', 'життя']","['безмежна', 'подяка', 'своїй', 'мамі', 'за', 'підтримку', 'перед', 'важливим', 'кроком', 'в', 'моєму', 'житті']",12
339,339,339,1,Обгризти губи до крові та їсти мандарини - моє улюблене 😊😊😊,Twitter,обгризти губи до крові та їсти мандарини - моє улюблене 😊😊😊,"['обгризти', 'губи', 'до', 'крові', 'та', 'їсти', 'мандарини', '-', 'моє', 'улюблене', '😊', '😊', '😊']",обгризти губи до крові та їсти мандарини моє улюблене 😊 😊 😊,"['обгризти', 'губа', 'до', 'кров', 'та', 'їсти', 'мандарин', 'мій', 'улюблений', '😊', '😊', '😊']","['обгризти', 'губи', 'до', 'крові', 'та', 'їсти', 'мандарини', 'моє', 'улюблене']",9
3680,3680,3680,1,@mewspv гомосексуалісти правильно вопшето,Twitter, гомосексуалісти правильно вопшето,"['гомосексуалісти', 'правильно', 'вопшето']",гомосексуалісти правильно вопшето,"['гомосексуалість', 'правильно', 'вопшето']","['гомосексуалісти', 'правильно', 'вопшето']",3
2955,2955,2955,1,"поліція пише детальніше, що хотів втекти дахами :) Досить близький до Орбана євродепутат :) Але секс там був хоч і з наркотиками, але без геїв, отже репутація партії Орбана не постраждає :) Традиційні цінності теж не постраждали :)",Twitter,"поліція пише детальніше, що хотів втекти дахами :) досить близький до орбана євродепутат :) але секс там був хоч і з наркотиками, але без геїв, отже репутація партії орбана не постраждає :) традиційні цінності теж не постраждали :)","['поліція', 'пише', 'детальніше', ',', 'що', 'хотів', 'втекти', 'дахами', ':)', 'досить', 'близький', 'до', 'орбана', 'євродепутат', ':)', 'але', 'секс', 'там', 'був', 'хоч', 'і', 'з', 'наркотиками', ',', 'але', 'без', 'геїв', ',', 'отже', 'репутація', 'партії', 'орбана', 'не', 'постраждає', ':)', 'традиційні', 'цінності', 'теж', 'не', 'постраждали', ':)']",поліція пише детальніше що хотів втекти дахами ) досить близький до орбана євродепутат ) але секс там був хоч і з наркотиками але без геїв отже репутація партії орбана не постраждає ) традиційні цінності теж не постраждали ),"['поліція', 'писати', 'детальніше', 'що', 'хотіти', 'втекти', 'дах', ')', 'досить', 'близький', 'до', 'орбана', 'євродепутат', ')', 'але', 'секс', 'там', 'бути', 'хоч', 'і', 'з', 'наркотик', 'але', 'без', 'геїва', 'отже', 'репутація', 'партія', 'орбана', 'не', 'постраждати', ')', 'традиційний', 'цінність', 'теж', 'не', 'постраждати', ')']","['поліція', 'пише', 'детальніше', 'що', 'хотів', 'втекти', 'дахами', 'досить', 'близький', 'до', 'орбана', 'євродепутат', 'але', 'секс', 'там', 'був', 'хоч', 'і', 'з', 'наркотиками', 'але', 'без', 'геїв', 'отже', 'репутація', 'партії', 'орбана', 'не', 'постраждає', 'традиційні', 'цінності', 'теж', 'не', 'постраждали']",34
1985,1985,1985,1,@effplink жуть не любиш мене проміняла на котів 🙄🙄🙄🙄,Twitter, жуть не любиш мене проміняла на котів 🙄🙄🙄🙄,"['жуть', 'не', 'любиш', 'мене', 'проміняла', 'на', 'котів', '🙄', '🙄', '🙄']",жуть не любиш мене проміняла на котів 🙄 🙄 🙄,"['жути', 'не', 'любити', 'я', 'проміняти', 'на', 'кіт', '🙄', '🙄', '🙄']","['жуть', 'не', 'любиш', 'мене', 'проміняла', 'на', 'котів']",7
1501,1501,1501,1,"@Helga_ua__ @Maryallys Там і так вже ""розкол"" зобразили. Здається, ще в 14 році.
А так, звісно, ідея йобнуть Точкою по центру - агонь, кияни оцінять
",Twitter,"  там і так вже ""розкол"" зобразили. здається, ще в 14 році.
а так, звісно, ідея йобнуть точкою по центру - агонь, кияни оцінять
","['там', 'і', 'так', 'вже', '""', 'розкол', '""', 'зобразили', '.', 'здається', ',', 'ще', 'в', '14', 'році', '.', 'а', 'так', ',', 'звісно', ',', 'ідея', 'йобнуть', 'точкою', 'по', 'центру', '-', 'агонь', ',', 'кияни', 'оцінять']","там і так вже "" розкол "" зобразили здається ще в році а так звісно ідея йобнуть точкою по центру агонь кияни оцінять","['там', 'і', 'так', 'вже', '""', 'розкол', '""', 'зобразити', 'здаватися', 'ще', 'в', 'рік', 'а', 'так', 'звісно', 'ідея', 'йобити', 'точка', 'по', 'центр', 'агонь', 'киянин', 'оцінити']","['там', 'і', 'так', 'вже', 'розкол', 'зобразили', 'здається', 'ще', 'в', 'році', 'а', 'так', 'звісно', 'ідея', 'йобнуть', 'точкою', 'по', 'центру', 'агонь', 'кияни', 'оцінять']",21
2069,2069,2069,1,"оце приколямба коли ти лежиш і водночас чуєш як хтось миє посуд за стінкою, ультразвук чи шо це від електроприладів, як працюють годинники, музику сусідів та їх розмови ",Twitter,"оце приколямба коли ти лежиш і водночас чуєш як хтось миє посуд за стінкою, ультразвук чи шо це від електроприладів, як працюють годинники, музику сусідів та їх розмови ","['оце', 'приколямба', 'коли', 'ти', 'лежиш', 'і', 'водночас', 'чуєш', 'як', 'хтось', 'миє', 'посуд', 'за', 'стінкою', ',', 'ультразвук', 'чи', 'шо', 'це', 'від', 'електроприладів', ',', 'як', 'працюють', 'годинники', ',', 'музику', 'сусідів', 'та', 'їх', 'розмови']",оце приколямба коли ти лежиш і водночас чуєш як хтось миє посуд за стінкою ультразвук чи шо це від електроприладів як працюють годинники музику сусідів та їх розмови,"['оце', 'приколямба', 'коли', 'ти', 'лежити', 'і', 'водночас', 'чути', 'як', 'хтось', 'мити', 'посуд', 'за', 'стінка', 'ультразвук', 'чи', 'шо', 'це', 'від', 'електроприлад', 'як', 'працювати', 'годинник', 'музика', 'сусід', 'та', 'їх', 'розмова']","['оце', 'приколямба', 'коли', 'ти', 'лежиш', 'і', 'водночас', 'чуєш', 'як', 'хтось', 'миє', 'посуд', 'за', 'стінкою', 'ультразвук', 'чи', 'шо', 'це', 'від', 'електроприладів', 'як', 'працюють', 'годинники', 'музику', 'сусідів', 'та', 'їх', 'розмови']",28
473,473,473,1,@nebayDuziZliuCR @antrikoy це ви ще не бачили скільки авто у кожного вчителя,Twitter,  це ви ще не бачили скільки авто у кожного вчителя,"['це', 'ви', 'ще', 'не', 'бачили', 'скільки', 'авто', 'у', 'кожного', 'вчителя']",це ви ще не бачили скільки авто у кожного вчителя,"['це', 'ви', 'ще', 'не', 'бачити', 'скільки', 'авто', 'у', 'кожний', 'вчитель']","['це', 'ви', 'ще', 'не', 'бачили', 'скільки', 'авто', 'у', 'кожного', 'вчителя']",10
452,452,452,1,@euroradio_ru дада верім вам,Twitter, дада верім вам,"['дада', 'верім', 'вам']",дада верім вам,"['дада', 'веріти', 'ви']","['дада', 'верім', 'вам']",3
619,619,619,1,"Відпустка вдалася на всі, бля 100% 👌
Щаслива просто до нестями 👍

",Twitter,"відпустка вдалася на всі, бля 100% 👌
щаслива просто до нестями 👍

","['відпустка', 'вдалася', 'на', 'всі', ',', 'бля', '100', '%', '👌', 'щаслива', 'просто', 'до', 'нестями', '👍']",відпустка вдалася на всі бля 👌 щаслива просто до нестями 👍,"['відпустка', 'вдатися', 'на', 'весь', 'бле', '👌', 'щасливий', 'просто', 'до', 'нестяма', '👍']","['відпустка', 'вдалася', 'на', 'всі', 'бля', 'щаслива', 'просто', 'до', 'нестями']",9
390,390,390,1,Я так люблю лікарні,Twitter,я так люблю лікарні,"['я', 'так', 'люблю', 'лікарні']",я так люблю лікарні,"['я', 'так', 'любити', 'лікарня']","['я', 'так', 'люблю', 'лікарні']",4
42,42,42,1,"@hu_lviv точно,ми стали забувати - Порошенко ж завжди свічку тримає,коли хтось косячить,краде,вбиває. ",Twitter," точно,ми стали забувати - порошенко ж завжди свічку тримає,коли хтось косячить,краде,вбиває. ","['точно', ',', 'ми', 'стали', 'забувати', '-', 'порошенко', 'ж', 'завжди', 'свічку', 'тримає', ',', 'коли', 'хтось', 'косячить', ',', 'краде', ',', 'вбиває', '.']",точно ми стали забувати порошенко ж завжди свічку тримає коли хтось косячить краде вбиває ,"['точно', 'ми', 'стати', 'забувати', 'порошенко', 'ж', 'завжди', 'свічка', 'тримати', 'коли', 'хтось', 'косячити', 'красти', 'вбивати']","['точно', 'ми', 'стали', 'забувати', 'порошенко', 'ж', 'завжди', 'свічку', 'тримає', 'коли', 'хтось', 'косячить', 'краде', 'вбиває']",14
1468,1468,1468,1,"А саму курсову навіть не відкрили, а я так старався ",Twitter,"а саму курсову навіть не відкрили, а я так старався ","['а', 'саму', 'курсову', 'навіть', 'не', 'відкрили', ',', 'а', 'я', 'так', 'старався']",а саму курсову навіть не відкрили а я так старався,"['а', 'самий', 'курсовий', 'навіть', 'не', 'відкрити', 'а', 'я', 'так', 'старатися']","['а', 'саму', 'курсову', 'навіть', 'не', 'відкрили', 'а', 'я', 'так', 'старався']",10
4408,4408,8203,1,Може Львіва? Якого Львова - Лєвочкіна? :)))),Telegram,може львіва? якого львова - лєвочкіна? :)))),"['може', 'львіва', '?', 'якого', 'львова', '-', 'лєвочкіна', '?', ':)', ')', ')']",може львіва ? якого львова лєвочкіна ? ) ) ),"['може', 'львіва', '?', 'який', 'львова', 'лєвочкін', '?', ')', ')', ')']","['може', 'львіва', 'якого', 'львова', 'лєвочкіна']",5
3713,3713,3713,1,Сиджу на кухні реву під реквієм вважаю ахуєнно,Twitter,сиджу на кухні реву під реквієм вважаю ахуєнно,"['сиджу', 'на', 'кухні', 'реву', 'під', 'реквієм', 'вважаю', 'ахуєнно']",сиджу на кухні реву під реквієм вважаю ахуєнно,"['сидіти', 'на', 'кухня', 'ревіти', 'під', 'реквія', 'вважати', 'ахуєнно']","['сиджу', 'на', 'кухні', 'реву', 'під', 'реквієм', 'вважаю', 'ахуєнно']",8
221,221,221,1,"тільки закінчив анфолоу, а від мене вже 10 людей відписатись.
о ніііі, як я буду жити?ніііііііі. 
",Twitter,"тільки закінчив анфолоу, а від мене вже 10 людей відписатись.
о ніііі, як я буду жити?ніііііііі. 
","['тільки', 'закінчив', 'анфолоу', ',', 'а', 'від', 'мене', 'вже', '10', 'людей', 'відписатись', '.', 'о', 'нііі', ',', 'як', 'я', 'буду', 'жити', '?', 'нііі', '.']",тільки закінчив анфолоу а від мене вже людей відписатись о нііі як я буду жити ? нііі ,"['тільки', 'закінчити', 'анфолоя', 'а', 'від', 'я', 'вже', 'людина', 'відписатися', 'о', 'ніі', 'як', 'я', 'бути', 'жити', '?', 'нііі']","['тільки', 'закінчив', 'анфолоу', 'а', 'від', 'мене', 'вже', 'людей', 'відписатись', 'о', 'ніііі', 'як', 'я', 'буду', 'жити', 'ніііііііі']",16
472,472,472,1,"@Nbattalion 
Нє, ну Гай сказав, що взяли. А йому Пінчук  і керівництво СТБ з виваженою позицією. Як Гаю не вірити? ",Twitter," 
нє, ну гай сказав, що взяли. а йому пінчук  і керівництво стб з виваженою позицією. як гаю не вірити? ","['нє', ',', 'ну', 'гай', 'сказав', ',', 'що', 'взяли', '.', 'а', 'йому', 'пінчук', 'і', 'керівництво', 'стб', 'з', 'виваженою', 'позицією', '.', 'як', 'гаю', 'не', 'вірити', '?']",нє ну гай сказав що взяли а йому пінчук і керівництво стб з виваженою позицією як гаю не вірити ?,"['нє', 'ну', 'гай', 'сказати', 'що', 'взяти', 'а', 'він', 'пінчук', 'і', 'керівництво', 'стбь', 'з', 'виважений', 'позиція', 'як', 'гай', 'не', 'вірити', '?']","['нє', 'ну', 'гай', 'сказав', 'що', 'взяли', 'а', 'йому', 'пінчук', 'і', 'керівництво', 'стб', 'з', 'виваженою', 'позицією', 'як', 'гаю', 'не', 'вірити']",19
1672,1672,1672,1,Перевірила свій список планів на 2022 рік і з 22 цілей - втілила тільки одну.  Прекрасний рік,Twitter,перевірила свій список планів на 2022 рік і з 22 цілей - втілила тільки одну.  прекрасний рік,"['перевірила', 'свій', 'список', 'планів', 'на', '2022', 'рік', 'і', 'з', '22', 'цілей', '-', 'втілила', 'тільки', 'одну', '.', 'прекрасний', 'рік']",перевірила свій список планів на рік і з цілей втілила тільки одну прекрасний рік,"['перевірити', 'свій', 'список', 'план', 'на', 'рік', 'і', 'з', 'ціль', 'втілити', 'тільки', 'один', 'прекрасний', 'рік']","['перевірила', 'свій', 'список', 'планів', 'на', 'рік', 'і', 'з', 'цілей', 'втілила', 'тільки', 'одну', 'прекрасний', 'рік']",14
2912,2912,2912,1,@ndymianchuk @prm_ua От як ви так могли написати про першу курку у Зе-курятнику? Які злі люди,Twitter,  от як ви так могли написати про першу курку у зе-курятнику? які злі люди,"['от', 'як', 'ви', 'так', 'могли', 'написати', 'про', 'першу', 'курку', 'у', 'зе-курятнику', '?', 'які', 'злі', 'люди']",от як ви так могли написати про першу курку у зекурятнику ? які злі люди,"['от', 'як', 'ви', 'так', 'могти', 'написати', 'про', 'перший', 'курка', 'у', 'зекурятник', '?', 'який', 'злий', 'людина']","['от', 'як', 'ви', 'так', 'могли', 'написати', 'про', 'першу', 'курку', 'у', 'зе', 'курятнику', 'які', 'злі', 'люди']",15
398,398,398,1,"@dzvenymyramarta довіряй титаренко
Вона ж краще знає
",Twitter," довіряй титаренко
вона ж краще знає
","['довіряй', 'титаренко', 'вона', 'ж', 'краще', 'знає']",довіряй титаренко вона ж краще знає,"['довіряти', 'титаренко', 'вона', 'ж', 'краще', 'знати']","['довіряй', 'титаренко', 'вона', 'ж', 'краще', 'знає']",6
3149,3149,3149,1,З ПЕРШИМ СНІГОМ!!!,Twitter,з першим снігом!!!,"['з', 'першим', 'снігом', '!', '!', '!']",з першим снігом ! ! !,"['з', 'перший', 'сніг', '!', '!', '!']","['з', 'першим', 'снігом']",3
1600,1600,1600,1,@eto_prekrasno @prevzojti_vseh @Un_bel вітаю ви проїбали життя,Twitter,   вітаю ви проїбали життя,"['вітаю', 'ви', 'проїбали', 'життя']",вітаю ви проїбали життя,"['вітати', 'ви', 'проїбати', 'життя']","['вітаю', 'ви', 'проїбали', 'життя']",4
1665,1665,1665,1,"@pani_anni Вибач, сонечко, але ЗЕбіли обрали не Пороха і тепер се неможливо
",Twitter," вибач, сонечко, але зебіли обрали не пороха і тепер се неможливо
","['вибач', ',', 'сонечко', ',', 'але', 'зебіли', 'обрали', 'не', 'пороха', 'і', 'тепер', 'се', 'неможливо']",вибач сонечко але зебіли обрали не пороха і тепер се неможливо,"['вибати', 'сонеко', 'але', 'зебіл', 'обрати', 'не', 'пороха', 'і', 'тепер', 'се', 'неможливо']","['вибач', 'сонечко', 'але', 'зебіли', 'обрали', 'не', 'пороха', 'і', 'тепер', 'се', 'неможливо']",11
1995,1995,1995,1,"Всі такі пунктуальні,капець.
",Twitter,"всі такі пунктуальні,капець.
","['всі', 'такі', 'пунктуальні', ',', 'капець', '.']",всі такі пунктуальні капець ,"['весь', 'такий', 'пунктуальний', 'капець']","['всі', 'такі', 'пунктуальні', 'капець']",4
1828,1828,1828,1,"лібералам здається, що мертвий Путін нам не допоможе. Мертвий Гітлер теж не допоміг союзникам, ага .",Twitter,"лібералам здається, що мертвий путін нам не допоможе. мертвий гітлер теж не допоміг союзникам, ага .","['лібералам', 'здається', ',', 'що', 'мертвий', 'путін', 'нам', 'не', 'допоможе', '.', 'мертвий', 'гітлер', 'теж', 'не', 'допоміг', 'союзникам', ',', 'ага', '.']",лібералам здається що мертвий путін нам не допоможе мертвий гітлер теж не допоміг союзникам ага ,"['ліберал', 'здаватися', 'що', 'мертвий', 'путін', 'ми', 'не', 'допомогти', 'мертвий', 'гітлер', 'теж', 'не', 'допомігти', 'союзник', 'ага']","['лібералам', 'здається', 'що', 'мертвий', 'путін', 'нам', 'не', 'допоможе', 'мертвий', 'гітлер', 'теж', 'не', 'допоміг', 'союзникам', 'ага']",15
5165,5165,8963,1,А що можна відмовитись від дудки на алкашку? Крууууть,Telegram,а що можна відмовитись від дудки на алкашку? крууууть,"['а', 'що', 'можна', 'відмовитись', 'від', 'дудки', 'на', 'алкашку', '?', 'круууть']",а що можна відмовитись від дудки на алкашку ? круууть,"['а', 'що', 'можна', 'відмовитися', 'від', 'дудка', 'на', 'алкашка', '?', 'круувати']","['а', 'що', 'можна', 'відмовитись', 'від', 'дудки', 'на', 'алкашку', 'крууууть']",9
