,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,llm,prompting,text_mod,tokens,num_words,is_sarcastic,lemmatized_words,entities,bigrams,trigrams
310,310,310,5112,"Вау, ти знову змінила роботу. Ти точно повинен бути експертом у швидкому адаптуванні!",openai,zeroshot,"вау, ти знову змінила роботу. ти точно повинен бути експертом у швидкому адаптуванні!","['вау', 'ти', 'знову', 'змінила', 'роботу', 'ти', 'точно', 'повинен', 'бути', 'експертом', 'у', 'швидкому', 'адаптуванні']",13,1,"['ва', 'ти', 'знову', 'змінити', 'робота', 'ти', 'точно', 'повинний', 'бути', 'експерт', 'у', 'швидкий', 'адаптування']",[],"[('ва', 'ти'), ('ти', 'знову'), ('знову', 'змінити'), ('змінити', 'робота'), ('робота', 'ти'), ('ти', 'точно'), ('точно', 'повинний'), ('повинний', 'бути'), ('бути', 'експерт'), ('експерт', 'у'), ('у', 'швидкий'), ('швидкий', 'адаптування')]","[('ва', 'ти', 'знову'), ('ти', 'знову', 'змінити'), ('знову', 'змінити', 'робота'), ('змінити', 'робота', 'ти'), ('робота', 'ти', 'точно'), ('ти', 'точно', 'повинний'), ('точно', 'повинний', 'бути'), ('повинний', 'бути', 'експерт'), ('бути', 'експерт', 'у'), ('експерт', 'у', 'швидкий'), ('у', 'швидкий', 'адаптування')]"
311,311,311,5120,"Ура, ще один проект до купи з іншими п'ятьма. Саме чекав на це!",openai,zeroshot,"ура, ще один проект до купи з іншими п'ятьма. саме чекав на це!","['ура', 'ще', 'один', 'проект', 'до', 'купи', 'з', 'іншими', ""п'ятьма"", 'саме', 'чекав', 'на', 'це']",13,1,"['ура', 'ще', 'один', 'проект', 'до', 'купа', 'з', 'інший', 'п’ять', 'саме', 'чекати', 'на', 'це']",[],"[('ура', 'ще'), ('ще', 'один'), ('один', 'проект'), ('проект', 'до'), ('до', 'купа'), ('купа', 'з'), ('з', 'інший'), ('інший', 'п’ять'), ('п’ять', 'саме'), ('саме', 'чекати'), ('чекати', 'на'), ('на', 'це')]","[('ура', 'ще', 'один'), ('ще', 'один', 'проект'), ('один', 'проект', 'до'), ('проект', 'до', 'купа'), ('до', 'купа', 'з'), ('купа', 'з', 'інший'), ('з', 'інший', 'п’ять'), ('інший', 'п’ять', 'саме'), ('п’ять', 'саме', 'чекати'), ('саме', 'чекати', 'на'), ('чекати', 'на', 'це')]"
312,312,312,4899,"Ура! Ще один понеділок, ще одна можливість провести тиждень в офісі. Як же я цього ждав!",openai,zeroshot,"ура! ще один понеділок, ще одна можливість провести тиждень в офісі. як же я цього ждав!","['ура', 'ще', 'один', 'понеділок', 'ще', 'одна', 'можливість', 'провести', 'тиждень', 'в', 'офісі', 'як', 'же', 'я', 'цього', 'ждав']",16,1,"['ура', 'ще', 'один', 'понеділок', 'ще', 'один', 'можливість', 'провести', 'тиждень', 'в', 'офіс', 'як', 'же', 'я', 'це', 'ждати']",[],"[('ура', 'ще'), ('ще', 'один'), ('один', 'понеділок'), ('понеділок', 'ще'), ('ще', 'один'), ('один', 'можливість'), ('можливість', 'провести'), ('провести', 'тиждень'), ('тиждень', 'в'), ('в', 'офіс'), ('офіс', 'як'), ('як', 'же'), ('же', 'я'), ('я', 'це'), ('це', 'ждати')]","[('ура', 'ще', 'один'), ('ще', 'один', 'понеділок'), ('один', 'понеділок', 'ще'), ('понеділок', 'ще', 'один'), ('ще', 'один', 'можливість'), ('один', 'можливість', 'провести'), ('можливість', 'провести', 'тиждень'), ('провести', 'тиждень', 'в'), ('тиждень', 'в', 'офіс'), ('в', 'офіс', 'як'), ('офіс', 'як', 'же'), ('як', 'же', 'я'), ('же', 'я', 'це'), ('я', 'це', 'ждати')]"
313,313,313,4697,"Надзвичайно, кілька годин у черзі в DMV, це так весело та продуктивно!",openai,zeroshot,"надзвичайно, кілька годин у черзі в , це так весело та продуктивно!","['надзвичайно', 'кілька', 'годин', 'у', 'черзі', 'в', 'це', 'так', 'весело', 'та', 'продуктивно']",11,1,"['надзвичайно', 'кілька', 'година', 'у', 'черга', 'в', 'це', 'так', 'весело', 'та', 'продуктивно']",[],"[('надзвичайно', 'кілька'), ('кілька', 'година'), ('година', 'у'), ('у', 'черга'), ('черга', 'в'), ('в', 'це'), ('це', 'так'), ('так', 'весело'), ('весело', 'та'), ('та', 'продуктивно')]","[('надзвичайно', 'кілька', 'година'), ('кілька', 'година', 'у'), ('година', 'у', 'черга'), ('у', 'черга', 'в'), ('черга', 'в', 'це'), ('в', 'це', 'так'), ('це', 'так', 'весело'), ('так', 'весело', 'та'), ('весело', 'та', 'продуктивно')]"
314,314,314,4903,"Так, я обожнюю коли мій комп'ютер зависає посеред важливої презентації, так збуджує нерви.",openai,zeroshot,"так, я обожнюю коли мій комп'ютер зависає посеред важливої презентації, так збуджує нерви.","['так', 'я', 'обожнюю', 'коли', 'мій', ""комп'ютер"", 'зависає', 'посеред', 'важливої', 'презентації', 'так', 'збуджує', 'нерви']",13,1,"['так', 'я', 'обожнювати', 'коли', 'мій', 'комп’ютер', 'зависати', 'посеред', 'важливий', 'презентація', 'так', 'збуджувати', 'нерв']",[],"[('так', 'я'), ('я', 'обожнювати'), ('обожнювати', 'коли'), ('коли', 'мій'), ('мій', 'комп’ютер'), ('комп’ютер', 'зависати'), ('зависати', 'посеред'), ('посеред', 'важливий'), ('важливий', 'презентація'), ('презентація', 'так'), ('так', 'збуджувати'), ('збуджувати', 'нерв')]","[('так', 'я', 'обожнювати'), ('я', 'обожнювати', 'коли'), ('обожнювати', 'коли', 'мій'), ('коли', 'мій', 'комп’ютер'), ('мій', 'комп’ютер', 'зависати'), ('комп’ютер', 'зависати', 'посеред'), ('зависати', 'посеред', 'важливий'), ('посеред', 'важливий', 'презентація'), ('важливий', 'презентація', 'так'), ('презентація', 'так', 'збуджувати'), ('так', 'збуджувати', 'нерв')]"
315,315,315,4714,"Йоу, картина яку ти намалював абсолютно зрозуміла, ніяких питань.",openai,zeroshot,"йоу, картина яку ти намалював абсолютно зрозуміла, ніяких питань.","['йоу', 'картина', 'яку', 'ти', 'намалював', 'абсолютно', 'зрозуміла', 'ніяких', 'питань']",9,1,"['йоу', 'картина', 'який', 'ти', 'намалювати', 'абсолютно', 'зрозуміти', 'ніякий', 'питання']",[],"[('йоу', 'картина'), ('картина', 'який'), ('який', 'ти'), ('ти', 'намалювати'), ('намалювати', 'абсолютно'), ('абсолютно', 'зрозуміти'), ('зрозуміти', 'ніякий'), ('ніякий', 'питання')]","[('йоу', 'картина', 'який'), ('картина', 'який', 'ти'), ('який', 'ти', 'намалювати'), ('ти', 'намалювати', 'абсолютно'), ('намалювати', 'абсолютно', 'зрозуміти'), ('абсолютно', 'зрозуміти', 'ніякий'), ('зрозуміти', 'ніякий', 'питання')]"
316,316,316,5212,"Чудово, знову дощ. Якраз планував провести вихідні на природі. Вже відчуваю, як відпочиваю!",openai,zeroshot,"чудово, знову дощ. якраз планував провести вихідні на природі. вже відчуваю, як відпочиваю!","['чудово', 'знову', 'дощ', 'якраз', 'планував', 'провести', 'вихідні', 'на', 'природі', 'вже', 'відчуваю', 'як', 'відпочиваю']",13,1,"['чудово', 'знову', 'дощ', 'якраз', 'планувати', 'провести', 'вихідні', 'на', 'природа', 'вже', 'відчувати', 'як', 'відпочивати']",[],"[('чудово', 'знову'), ('знову', 'дощ'), ('дощ', 'якраз'), ('якраз', 'планувати'), ('планувати', 'провести'), ('провести', 'вихідні'), ('вихідні', 'на'), ('на', 'природа'), ('природа', 'вже'), ('вже', 'відчувати'), ('відчувати', 'як'), ('як', 'відпочивати')]","[('чудово', 'знову', 'дощ'), ('знову', 'дощ', 'якраз'), ('дощ', 'якраз', 'планувати'), ('якраз', 'планувати', 'провести'), ('планувати', 'провести', 'вихідні'), ('провести', 'вихідні', 'на'), ('вихідні', 'на', 'природа'), ('на', 'природа', 'вже'), ('природа', 'вже', 'відчувати'), ('вже', 'відчувати', 'як'), ('відчувати', 'як', 'відпочивати')]"
317,317,317,4835,"Так, звісно, я з нетерпінням чекав на ще одну зустріч, де нічого не вирішується.",openai,zeroshot,"так, звісно, я з нетерпінням чекав на ще одну зустріч, де нічого не вирішується.","['так', 'звісно', 'я', 'з', 'нетерпінням', 'чекав', 'на', 'ще', 'одну', 'зустріч', 'де', 'нічого', 'не', 'вирішується']",14,1,"['так', 'звісно', 'я', 'з', 'нетерпіння', 'чекати', 'на', 'ще', 'один', 'зустріч', 'де', 'ніщо', 'не', 'вирішуватися']",[],"[('так', 'звісно'), ('звісно', 'я'), ('я', 'з'), ('з', 'нетерпіння'), ('нетерпіння', 'чекати'), ('чекати', 'на'), ('на', 'ще'), ('ще', 'один'), ('один', 'зустріч'), ('зустріч', 'де'), ('де', 'ніщо'), ('ніщо', 'не'), ('не', 'вирішуватися')]","[('так', 'звісно', 'я'), ('звісно', 'я', 'з'), ('я', 'з', 'нетерпіння'), ('з', 'нетерпіння', 'чекати'), ('нетерпіння', 'чекати', 'на'), ('чекати', 'на', 'ще'), ('на', 'ще', 'один'), ('ще', 'один', 'зустріч'), ('один', 'зустріч', 'де'), ('зустріч', 'де', 'ніщо'), ('де', 'ніщо', 'не'), ('ніщо', 'не', 'вирішуватися')]"
318,318,318,5068,"Чудово, сьогодні знову дощ. Це той самий тип погоди, яку я замовляв. Краще не буває!",openai,zeroshot,"чудово, сьогодні знову дощ. це той самий тип погоди, яку я замовляв. краще не буває!","['чудово', 'сьогодні', 'знову', 'дощ', 'це', 'той', 'самий', 'тип', 'погоди', 'яку', 'я', 'замовляв', 'краще', 'не', 'буває']",15,1,"['чудово', 'сьогодні', 'знову', 'дощ', 'це', 'той', 'самий', 'тип', 'погода', 'який', 'я', 'замовляти', 'краще', 'не', 'бувати']",[],"[('чудово', 'сьогодні'), ('сьогодні', 'знову'), ('знову', 'дощ'), ('дощ', 'це'), ('це', 'той'), ('той', 'самий'), ('самий', 'тип'), ('тип', 'погода'), ('погода', 'який'), ('який', 'я'), ('я', 'замовляти'), ('замовляти', 'краще'), ('краще', 'не'), ('не', 'бувати')]","[('чудово', 'сьогодні', 'знову'), ('сьогодні', 'знову', 'дощ'), ('знову', 'дощ', 'це'), ('дощ', 'це', 'той'), ('це', 'той', 'самий'), ('той', 'самий', 'тип'), ('самий', 'тип', 'погода'), ('тип', 'погода', 'який'), ('погода', 'який', 'я'), ('який', 'я', 'замовляти'), ('я', 'замовляти', 'краще'), ('замовляти', 'краще', 'не'), ('краще', 'не', 'бувати')]"
319,319,319,4751,"Вау, дякую, що розповів мені як жити моїм життям, без тебе я б точно загубився!",openai,zeroshot,"вау, дякую, що розповів мені як жити моїм життям, без тебе я б точно загубився!","['вау', 'дякую', 'що', 'розповів', 'мені', 'як', 'жити', 'моїм', 'життям', 'без', 'тебе', 'я', 'б', 'точно', 'загубився']",15,1,"['ви', 'дякувати', 'що', 'розповісти', 'я', 'як', 'жити', 'мій', 'життя', 'без', 'ти', 'я', 'б', 'точно', 'загубитися']",[],"[('ви', 'дякувати'), ('дякувати', 'що'), ('що', 'розповісти'), ('розповісти', 'я'), ('я', 'як'), ('як', 'жити'), ('жити', 'мій'), ('мій', 'життя'), ('життя', 'без'), ('без', 'ти'), ('ти', 'я'), ('я', 'б'), ('б', 'точно'), ('точно', 'загубитися')]","[('ви', 'дякувати', 'що'), ('дякувати', 'що', 'розповісти'), ('що', 'розповісти', 'я'), ('розповісти', 'я', 'як'), ('я', 'як', 'жити'), ('як', 'жити', 'мій'), ('жити', 'мій', 'життя'), ('мій', 'життя', 'без'), ('життя', 'без', 'ти'), ('без', 'ти', 'я'), ('ти', 'я', 'б'), ('я', 'б', 'точно'), ('б', 'точно', 'загубитися')]"
320,320,320,5389,"Ах, нічого собі, знову треба витратити всі заощадження на непередбачені податки.",openai,zeroshot,"ах, нічого собі, знову треба витратити всі заощадження на непередбачені податки.","['ах', 'нічого', 'собі', 'знову', 'треба', 'витратити', 'всі', 'заощадження', 'на', 'непередбачені', 'податки']",11,1,"['ах', 'ніщо', 'себе', 'знову', 'треба', 'витратити', 'весь', 'заощадження', 'на', 'непередбачений', 'податок']",[],"[('ах', 'ніщо'), ('ніщо', 'себе'), ('себе', 'знову'), ('знову', 'треба'), ('треба', 'витратити'), ('витратити', 'весь'), ('весь', 'заощадження'), ('заощадження', 'на'), ('на', 'непередбачений'), ('непередбачений', 'податок')]","[('ах', 'ніщо', 'себе'), ('ніщо', 'себе', 'знову'), ('себе', 'знову', 'треба'), ('знову', 'треба', 'витратити'), ('треба', 'витратити', 'весь'), ('витратити', 'весь', 'заощадження'), ('весь', 'заощадження', 'на'), ('заощадження', 'на', 'непередбачений'), ('на', 'непередбачений', 'податок')]"
321,321,321,4892,"О, так, звичайно, всі завжди встигають на роботу в понеділок о 8 ранку з повною бадьорістю.",openai,zeroshot,"о, так, звичайно, всі завжди встигають на роботу в понеділок о 8 ранку з повною бадьорістю.","['о', 'так', 'звичайно', 'всі', 'завжди', 'встигають', 'на', 'роботу', 'в', 'понеділок', 'о', 'ранку', 'з', 'повною', 'бадьорістю']",15,1,"['о', 'так', 'звичайно', 'весь', 'завжди', 'встигати', 'на', 'робота', 'в', 'понеділок', 'о', 'ранок', 'з', 'повний', 'бадьорість']",[],"[('о', 'так'), ('так', 'звичайно'), ('звичайно', 'весь'), ('весь', 'завжди'), ('завжди', 'встигати'), ('встигати', 'на'), ('на', 'робота'), ('робота', 'в'), ('в', 'понеділок'), ('понеділок', 'о'), ('о', 'ранок'), ('ранок', 'з'), ('з', 'повний'), ('повний', 'бадьорість')]","[('о', 'так', 'звичайно'), ('так', 'звичайно', 'весь'), ('звичайно', 'весь', 'завжди'), ('весь', 'завжди', 'встигати'), ('завжди', 'встигати', 'на'), ('встигати', 'на', 'робота'), ('на', 'робота', 'в'), ('робота', 'в', 'понеділок'), ('в', 'понеділок', 'о'), ('понеділок', 'о', 'ранок'), ('о', 'ранок', 'з'), ('ранок', 'з', 'повний'), ('з', 'повний', 'бадьорість')]"
322,322,322,5138,"Добре, що я взяв з собою лише одні складані парасольки, які зламалися від першого пориву вітру.",openai,zeroshot,"добре, що я взяв з собою лише одні складані парасольки, які зламалися від першого пориву вітру.","['добре', 'що', 'я', 'взяв', 'з', 'собою', 'лише', 'одні', 'складані', 'парасольки', 'які', 'зламалися', 'від', 'першого', 'пориву', 'вітру']",16,1,"['добре', 'що', 'я', 'взяти', 'з', 'себе', 'лише', 'один', 'складаний', 'парасолька', 'який', 'зламатися', 'від', 'перший', 'порив', 'вітер']",[],"[('добре', 'що'), ('що', 'я'), ('я', 'взяти'), ('взяти', 'з'), ('з', 'себе'), ('себе', 'лише'), ('лише', 'один'), ('один', 'складаний'), ('складаний', 'парасолька'), ('парасолька', 'який'), ('який', 'зламатися'), ('зламатися', 'від'), ('від', 'перший'), ('перший', 'порив'), ('порив', 'вітер')]","[('добре', 'що', 'я'), ('що', 'я', 'взяти'), ('я', 'взяти', 'з'), ('взяти', 'з', 'себе'), ('з', 'себе', 'лише'), ('себе', 'лише', 'один'), ('лише', 'один', 'складаний'), ('один', 'складаний', 'парасолька'), ('складаний', 'парасолька', 'який'), ('парасолька', 'який', 'зламатися'), ('який', 'зламатися', 'від'), ('зламатися', 'від', 'перший'), ('від', 'перший', 'порив'), ('перший', 'порив', 'вітер')]"
323,323,323,4985,"Не можу повірити, що ти знову спізнився. Це така несподіванка!",openai,zeroshot,"не можу повірити, що ти знову спізнився. це така несподіванка!","['не', 'можу', 'повірити', 'що', 'ти', 'знову', 'спізнився', 'це', 'така', 'несподіванка']",10,1,"['не', 'могти', 'повірити', 'що', 'ти', 'знову', 'спізнитися', 'це', 'такий', 'несподіванка']",[],"[('не', 'могти'), ('могти', 'повірити'), ('повірити', 'що'), ('що', 'ти'), ('ти', 'знову'), ('знову', 'спізнитися'), ('спізнитися', 'це'), ('це', 'такий'), ('такий', 'несподіванка')]","[('не', 'могти', 'повірити'), ('могти', 'повірити', 'що'), ('повірити', 'що', 'ти'), ('що', 'ти', 'знову'), ('ти', 'знову', 'спізнитися'), ('знову', 'спізнитися', 'це'), ('спізнитися', 'це', 'такий'), ('це', 'такий', 'несподіванка')]"
324,324,324,5183,"Який прекрасний фільм із рейтингом одна зірка, сподіваюсь, що він виграє Оскар.",openai,zeroshot,"який прекрасний фільм із рейтингом одна зірка, сподіваюсь, що він виграє оскар.","['який', 'прекрасний', 'фільм', 'із', 'рейтингом', 'одна', 'зірка', 'сподіваюсь', 'що', 'він', 'виграє', 'оскар']",12,1,"['який', 'прекрасний', 'фільм', 'із', 'рейтинг', 'один', 'зірка', 'сподіватися', 'що', 'він', 'виграти', 'оскар']",[],"[('який', 'прекрасний'), ('прекрасний', 'фільм'), ('фільм', 'із'), ('із', 'рейтинг'), ('рейтинг', 'один'), ('один', 'зірка'), ('зірка', 'сподіватися'), ('сподіватися', 'що'), ('що', 'він'), ('він', 'виграти'), ('виграти', 'оскар')]","[('який', 'прекрасний', 'фільм'), ('прекрасний', 'фільм', 'із'), ('фільм', 'із', 'рейтинг'), ('із', 'рейтинг', 'один'), ('рейтинг', 'один', 'зірка'), ('один', 'зірка', 'сподіватися'), ('зірка', 'сподіватися', 'що'), ('сподіватися', 'що', 'він'), ('що', 'він', 'виграти'), ('він', 'виграти', 'оскар')]"
325,325,325,5197,"Так, звісно, ламання пароля до твого акаунту — це просто щасливий випадок.",openai,zeroshot,"так, звісно, ламання пароля до твого акаунту — це просто щасливий випадок.","['так', 'звісно', 'ламання', 'пароля', 'до', 'твого', 'акаунту', 'це', 'просто', 'щасливий', 'випадок']",11,1,"['так', 'звісно', 'ламання', 'пароль', 'до', 'твій', 'акаунт', 'це', 'просто', 'щасливий', 'випадок']",[],"[('так', 'звісно'), ('звісно', 'ламання'), ('ламання', 'пароль'), ('пароль', 'до'), ('до', 'твій'), ('твій', 'акаунт'), ('акаунт', 'це'), ('це', 'просто'), ('просто', 'щасливий'), ('щасливий', 'випадок')]","[('так', 'звісно', 'ламання'), ('звісно', 'ламання', 'пароль'), ('ламання', 'пароль', 'до'), ('пароль', 'до', 'твій'), ('до', 'твій', 'акаунт'), ('твій', 'акаунт', 'це'), ('акаунт', 'це', 'просто'), ('це', 'просто', 'щасливий'), ('просто', 'щасливий', 'випадок')]"
326,326,326,5392,"О, я обожнюю коли кіносеанс починається з 30 хвилин реклами, так розслаблююче!",openai,zeroshot,"о, я обожнюю коли кіносеанс починається з 30 хвилин реклами, так розслаблююче!","['о', 'я', 'обожнюю', 'коли', 'кіносеанс', 'починається', 'з', 'хвилин', 'реклами', 'так', 'розслаблююче']",11,1,"['о', 'я', 'обожнювати', 'коли', 'кіносеанс', 'починатися', 'з', 'хвилина', 'реклама', 'так', 'розслаблююче']",[],"[('о', 'я'), ('я', 'обожнювати'), ('обожнювати', 'коли'), ('коли', 'кіносеанс'), ('кіносеанс', 'починатися'), ('починатися', 'з'), ('з', 'хвилина'), ('хвилина', 'реклама'), ('реклама', 'так'), ('так', 'розслаблююче')]","[('о', 'я', 'обожнювати'), ('я', 'обожнювати', 'коли'), ('обожнювати', 'коли', 'кіносеанс'), ('коли', 'кіносеанс', 'починатися'), ('кіносеанс', 'починатися', 'з'), ('починатися', 'з', 'хвилина'), ('з', 'хвилина', 'реклама'), ('хвилина', 'реклама', 'так'), ('реклама', 'так', 'розслаблююче')]"
327,327,327,4641,"Чудово, ще одна серія серіалу, яка абсолютно нічого не змінила в сюжеті.",openai,zeroshot,"чудово, ще одна серія серіалу, яка абсолютно нічого не змінила в сюжеті.","['чудово', 'ще', 'одна', 'серія', 'серіалу', 'яка', 'абсолютно', 'нічого', 'не', 'змінила', 'в', 'сюжеті']",12,1,"['чудово', 'ще', 'один', 'серія', 'серіал', 'який', 'абсолютно', 'ніщо', 'не', 'змінити', 'в', 'сюжет']",[],"[('чудово', 'ще'), ('ще', 'один'), ('один', 'серія'), ('серія', 'серіал'), ('серіал', 'який'), ('який', 'абсолютно'), ('абсолютно', 'ніщо'), ('ніщо', 'не'), ('не', 'змінити'), ('змінити', 'в'), ('в', 'сюжет')]","[('чудово', 'ще', 'один'), ('ще', 'один', 'серія'), ('один', 'серія', 'серіал'), ('серія', 'серіал', 'який'), ('серіал', 'який', 'абсолютно'), ('який', 'абсолютно', 'ніщо'), ('абсолютно', 'ніщо', 'не'), ('ніщо', 'не', 'змінити'), ('не', 'змінити', 'в'), ('змінити', 'в', 'сюжет')]"
328,328,328,4758,"О, ви надсилаєте ще одну інформаційну розсилку? Обов'язково помістіть мене в список.",openai,zeroshot,"о, ви надсилаєте ще одну інформаційну розсилку? обов'язково помістіть мене в список.","['о', 'ви', 'надсилаєте', 'ще', 'одну', 'інформаційну', 'розсилку', ""обов'язково"", 'помістіть', 'мене', 'в', 'список']",12,1,"['о', 'ви', 'надсилати', 'ще', 'один', 'інформаційний', 'розсилка', 'обов’язково', 'помістити', 'я', 'в', 'список']",[],"[('о', 'ви'), ('ви', 'надсилати'), ('надсилати', 'ще'), ('ще', 'один'), ('один', 'інформаційний'), ('інформаційний', 'розсилка'), ('розсилка', 'обов’язково'), ('обов’язково', 'помістити'), ('помістити', 'я'), ('я', 'в'), ('в', 'список')]","[('о', 'ви', 'надсилати'), ('ви', 'надсилати', 'ще'), ('надсилати', 'ще', 'один'), ('ще', 'один', 'інформаційний'), ('один', 'інформаційний', 'розсилка'), ('інформаційний', 'розсилка', 'обов’язково'), ('розсилка', 'обов’язково', 'помістити'), ('обов’язково', 'помістити', 'я'), ('помістити', 'я', 'в'), ('я', 'в', 'список')]"
329,329,329,5270,"Шикарно, коли ти розказуєш спойлери до фільму, який я ще не дивилася. Це точно збільшує інтерес до перегляду!",openai,zeroshot,"шикарно, коли ти розказуєш спойлери до фільму, який я ще не дивилася. це точно збільшує інтерес до перегляду!","['шикарно', 'коли', 'ти', 'розказуєш', 'спойлери', 'до', 'фільму', 'який', 'я', 'ще', 'не', 'дивилася', 'це', 'точно', 'збільшує', 'інтерес', 'до', 'перегляду']",18,1,"['шикарно', 'коли', 'ти', 'розказувати', 'спойлер', 'до', 'фільм', 'який', 'я', 'ще', 'не', 'дивитися', 'це', 'точно', 'збільшувати', 'інтерес', 'до', 'перегляд']",[],"[('шикарно', 'коли'), ('коли', 'ти'), ('ти', 'розказувати'), ('розказувати', 'спойлер'), ('спойлер', 'до'), ('до', 'фільм'), ('фільм', 'який'), ('який', 'я'), ('я', 'ще'), ('ще', 'не'), ('не', 'дивитися'), ('дивитися', 'це'), ('це', 'точно'), ('точно', 'збільшувати'), ('збільшувати', 'інтерес'), ('інтерес', 'до'), ('до', 'перегляд')]","[('шикарно', 'коли', 'ти'), ('коли', 'ти', 'розказувати'), ('ти', 'розказувати', 'спойлер'), ('розказувати', 'спойлер', 'до'), ('спойлер', 'до', 'фільм'), ('до', 'фільм', 'який'), ('фільм', 'який', 'я'), ('який', 'я', 'ще'), ('я', 'ще', 'не'), ('ще', 'не', 'дивитися'), ('не', 'дивитися', 'це'), ('дивитися', 'це', 'точно'), ('це', 'точно', 'збільшувати'), ('точно', 'збільшувати', 'інтерес'), ('збільшувати', 'інтерес', 'до'), ('інтерес', 'до', 'перегляд')]"
330,330,330,5102,"Ну звісно, похід до стоматолога – це саме те, чого я давно чекав. Адреналін, що кращий!",openai,zeroshot,"ну звісно, похід до стоматолога – це саме те, чого я давно чекав. адреналін, що кращий!","['ну', 'звісно', 'похід', 'до', 'стоматолога', 'це', 'саме', 'те', 'чого', 'я', 'давно', 'чекав', 'адреналін', 'що', 'кращий']",15,1,"['ну', 'звісно', 'похід', 'до', 'стоматолог', 'це', 'саме', 'те', 'що', 'я', 'давно', 'чекати', 'адреналін', 'що', 'кращий']",[],"[('ну', 'звісно'), ('звісно', 'похід'), ('похід', 'до'), ('до', 'стоматолог'), ('стоматолог', 'це'), ('це', 'саме'), ('саме', 'те'), ('те', 'що'), ('що', 'я'), ('я', 'давно'), ('давно', 'чекати'), ('чекати', 'адреналін'), ('адреналін', 'що'), ('що', 'кращий')]","[('ну', 'звісно', 'похід'), ('звісно', 'похід', 'до'), ('похід', 'до', 'стоматолог'), ('до', 'стоматолог', 'це'), ('стоматолог', 'це', 'саме'), ('це', 'саме', 'те'), ('саме', 'те', 'що'), ('те', 'що', 'я'), ('що', 'я', 'давно'), ('я', 'давно', 'чекати'), ('давно', 'чекати', 'адреналін'), ('чекати', 'адреналін', 'що'), ('адреналін', 'що', 'кращий')]"
331,331,331,4699,"Так, кава з автомату - це вершина гастрономічних відкриттів!",openai,zeroshot,"так, кава з автомату - це вершина гастрономічних відкриттів!","['так', 'кава', 'з', 'автомату', 'це', 'вершина', 'гастрономічних', 'відкриттів']",8,1,"['так', 'кава', 'з', 'автомат', 'це', 'вершина', 'гастрономічний', 'відкриття']",[],"[('так', 'кава'), ('кава', 'з'), ('з', 'автомат'), ('автомат', 'це'), ('це', 'вершина'), ('вершина', 'гастрономічний'), ('гастрономічний', 'відкриття')]","[('так', 'кава', 'з'), ('кава', 'з', 'автомат'), ('з', 'автомат', 'це'), ('автомат', 'це', 'вершина'), ('це', 'вершина', 'гастрономічний'), ('вершина', 'гастрономічний', 'відкриття')]"
332,332,332,4949,"Твій новий пароль «12345» є вершиною креативу. Не думаю, що хтось зможе його зламати.",openai,zeroshot,"твій новий пароль «12345» є вершиною креативу. не думаю, що хтось зможе його зламати.","['твій', 'новий', 'пароль', 'є', 'вершиною', 'креативу', 'не', 'думаю', 'що', 'хтось', 'зможе', 'його', 'зламати']",13,1,"['твій', 'новий', 'пароль', 'бути', 'вершина', 'креатив', 'не', 'думати', 'що', 'хтось', 'змогти', 'він', 'зламати']",[],"[('твій', 'новий'), ('новий', 'пароль'), ('пароль', 'бути'), ('бути', 'вершина'), ('вершина', 'креатив'), ('креатив', 'не'), ('не', 'думати'), ('думати', 'що'), ('що', 'хтось'), ('хтось', 'змогти'), ('змогти', 'він'), ('він', 'зламати')]","[('твій', 'новий', 'пароль'), ('новий', 'пароль', 'бути'), ('пароль', 'бути', 'вершина'), ('бути', 'вершина', 'креатив'), ('вершина', 'креатив', 'не'), ('креатив', 'не', 'думати'), ('не', 'думати', 'що'), ('думати', 'що', 'хтось'), ('що', 'хтось', 'змогти'), ('хтось', 'змогти', 'він'), ('змогти', 'він', 'зламати')]"
333,333,333,5402,"Прекрасна погода сьогодні для сидіння вдома і нічого не роблення, чи не так?",openai,zeroshot,"прекрасна погода сьогодні для сидіння вдома і нічого не роблення, чи не так?","['прекрасна', 'погода', 'сьогодні', 'для', 'сидіння', 'вдома', 'і', 'нічого', 'не', 'роблення', 'чи', 'не', 'так']",13,1,"['прекрасний', 'погода', 'сьогодні', 'для', 'сидіння', 'вдома', 'і', 'ніщо', 'не', 'роблення', 'чи', 'не', 'так']",[],"[('прекрасний', 'погода'), ('погода', 'сьогодні'), ('сьогодні', 'для'), ('для', 'сидіння'), ('сидіння', 'вдома'), ('вдома', 'і'), ('і', 'ніщо'), ('ніщо', 'не'), ('не', 'роблення'), ('роблення', 'чи'), ('чи', 'не'), ('не', 'так')]","[('прекрасний', 'погода', 'сьогодні'), ('погода', 'сьогодні', 'для'), ('сьогодні', 'для', 'сидіння'), ('для', 'сидіння', 'вдома'), ('сидіння', 'вдома', 'і'), ('вдома', 'і', 'ніщо'), ('і', 'ніщо', 'не'), ('ніщо', 'не', 'роблення'), ('не', 'роблення', 'чи'), ('роблення', 'чи', 'не'), ('чи', 'не', 'так')]"
