,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,llm,prompting,text_mod,tokens,num_words,is_sarcastic,lemmatized_words,entities,bigrams,trigrams
740,740,740,2174,"Звичайно, я вірю, що політики працюють лише на благо народу. Хто ж сумнівається?",gemini,zeroshot,"звичайно, я вірю, що політики працюють лише на благо народу. хто ж сумнівається?","['звичайно', 'я', 'вірю', 'що', 'політики', 'працюють', 'лише', 'на', 'благо', 'народу', 'хто', 'ж', 'сумнівається']",13,1,"['звичайно', 'я', 'віріти', 'що', 'політика', 'працювати', 'лише', 'на', 'благо', 'народ', 'хто', 'ж', 'сумніватися']",[],"[('звичайно', 'я'), ('я', 'віріти'), ('віріти', 'що'), ('що', 'політика'), ('політика', 'працювати'), ('працювати', 'лише'), ('лише', 'на'), ('на', 'благо'), ('благо', 'народ'), ('народ', 'хто'), ('хто', 'ж'), ('ж', 'сумніватися')]","[('звичайно', 'я', 'віріти'), ('я', 'віріти', 'що'), ('віріти', 'що', 'політика'), ('що', 'політика', 'працювати'), ('політика', 'працювати', 'лише'), ('працювати', 'лише', 'на'), ('лише', 'на', 'благо'), ('на', 'благо', 'народ'), ('благо', 'народ', 'хто'), ('народ', 'хто', 'ж'), ('хто', 'ж', 'сумніватися')]"
741,741,741,2827,"Звісно, я знаю, як користуватися цією програмою. Ну, майже знаю.",gemini,zeroshot,"звісно, я знаю, як користуватися цією програмою. ну, майже знаю.","['звісно', 'я', 'знаю', 'як', 'користуватися', 'цією', 'програмою', 'ну', 'майже', 'знаю']",10,1,"['звісно', 'я', 'знати', 'як', 'користуватися', 'цей', 'програма', 'ну', 'майже', 'знати']",[],"[('звісно', 'я'), ('я', 'знати'), ('знати', 'як'), ('як', 'користуватися'), ('користуватися', 'цей'), ('цей', 'програма'), ('програма', 'ну'), ('ну', 'майже'), ('майже', 'знати')]","[('звісно', 'я', 'знати'), ('я', 'знати', 'як'), ('знати', 'як', 'користуватися'), ('як', 'користуватися', 'цей'), ('користуватися', 'цей', 'програма'), ('цей', 'програма', 'ну'), ('програма', 'ну', 'майже'), ('ну', 'майже', 'знати')]"
742,742,742,2651,Мій улюблений вид спорту – біг за останнім автобусом.,gemini,zeroshot,мій улюблений вид спорту – біг за останнім автобусом.,"['мій', 'улюблений', 'вид', 'спорту', 'біг', 'за', 'останнім', 'автобусом']",8,1,"['мій', 'улюблений', 'вид', 'спорт', 'бігти', 'за', 'останній', 'автобус']",[],"[('мій', 'улюблений'), ('улюблений', 'вид'), ('вид', 'спорт'), ('спорт', 'бігти'), ('бігти', 'за'), ('за', 'останній'), ('останній', 'автобус')]","[('мій', 'улюблений', 'вид'), ('улюблений', 'вид', 'спорт'), ('вид', 'спорт', 'бігти'), ('спорт', 'бігти', 'за'), ('бігти', 'за', 'останній'), ('за', 'останній', 'автобус')]"
743,743,743,1990,"Так, давай зустрінемось о 7-й ранку. Я ж все одно не сплю ніколи.",gemini,zeroshot,"так, давай зустрінемось о 7-й ранку. я ж все одно не сплю ніколи.","['так', 'давай', 'зустрінемось', 'о', 'ранку', 'я', 'ж', 'все', 'одно', 'не', 'сплю', 'ніколи']",12,1,"['так', 'давати', 'зустрітися', 'о', 'ранок', 'я', 'ж', 'все', 'одно', 'не', 'спавати', 'ніколи']",[],"[('так', 'давати'), ('давати', 'зустрітися'), ('зустрітися', 'о'), ('о', 'ранок'), ('ранок', 'я'), ('я', 'ж'), ('ж', 'все'), ('все', 'одно'), ('одно', 'не'), ('не', 'спавати'), ('спавати', 'ніколи')]","[('так', 'давати', 'зустрітися'), ('давати', 'зустрітися', 'о'), ('зустрітися', 'о', 'ранок'), ('о', 'ранок', 'я'), ('ранок', 'я', 'ж'), ('я', 'ж', 'все'), ('ж', 'все', 'одно'), ('все', 'одно', 'не'), ('одно', 'не', 'спавати'), ('не', 'спавати', 'ніколи')]"
744,744,744,2236,Сперечайся з усіма в інтернеті. Це ж так конструктивно.,gemini,zeroshot,сперечайся з усіма в інтернеті. це ж так конструктивно.,"['сперечайся', 'з', 'усіма', 'в', 'інтернеті', 'це', 'ж', 'так', 'конструктивно']",9,1,"['сперечатися', 'з', 'увесь', 'в', 'інтернет', 'це', 'ж', 'так', 'конструктивно']",[],"[('сперечатися', 'з'), ('з', 'увесь'), ('увесь', 'в'), ('в', 'інтернет'), ('інтернет', 'це'), ('це', 'ж'), ('ж', 'так'), ('так', 'конструктивно')]","[('сперечатися', 'з', 'увесь'), ('з', 'увесь', 'в'), ('увесь', 'в', 'інтернет'), ('в', 'інтернет', 'це'), ('інтернет', 'це', 'ж'), ('це', 'ж', 'так'), ('ж', 'так', 'конструктивно')]"
745,745,745,2361,Я просто в захваті від пробок на дорогах. Вони такі динамічні та захоплюючі.,gemini,zeroshot,я просто в захваті від пробок на дорогах. вони такі динамічні та захоплюючі.,"['я', 'просто', 'в', 'захваті', 'від', 'пробок', 'на', 'дорогах', 'вони', 'такі', 'динамічні', 'та', 'захоплюючі']",13,1,"['я', 'просто', 'в', 'захват', 'від', 'пробок', 'на', 'дорога', 'вони', 'такий', 'динамічний', 'та', 'захоплюючий']",[],"[('я', 'просто'), ('просто', 'в'), ('в', 'захват'), ('захват', 'від'), ('від', 'пробок'), ('пробок', 'на'), ('на', 'дорога'), ('дорога', 'вони'), ('вони', 'такий'), ('такий', 'динамічний'), ('динамічний', 'та'), ('та', 'захоплюючий')]","[('я', 'просто', 'в'), ('просто', 'в', 'захват'), ('в', 'захват', 'від'), ('захват', 'від', 'пробок'), ('від', 'пробок', 'на'), ('пробок', 'на', 'дорога'), ('на', 'дорога', 'вони'), ('дорога', 'вони', 'такий'), ('вони', 'такий', 'динамічний'), ('такий', 'динамічний', 'та'), ('динамічний', 'та', 'захоплюючий')]"
746,746,746,2468,"Обожнюю, коли сусіди влаштовують ремонт о 6 ранку у неділю.",gemini,zeroshot,"обожнюю, коли сусіди влаштовують ремонт о 6 ранку у неділю.","['обожнюю', 'коли', 'сусіди', 'влаштовують', 'ремонт', 'о', 'ранку', 'у', 'неділю']",9,1,"['обожнювати', 'коли', 'сусід', 'влаштовувати', 'ремонт', 'о', 'ранок', 'у', 'неділя']",[],"[('обожнювати', 'коли'), ('коли', 'сусід'), ('сусід', 'влаштовувати'), ('влаштовувати', 'ремонт'), ('ремонт', 'о'), ('о', 'ранок'), ('ранок', 'у'), ('у', 'неділя')]","[('обожнювати', 'коли', 'сусід'), ('коли', 'сусід', 'влаштовувати'), ('сусід', 'влаштовувати', 'ремонт'), ('влаштовувати', 'ремонт', 'о'), ('ремонт', 'о', 'ранок'), ('о', 'ранок', 'у'), ('ранок', 'у', 'неділя')]"
747,747,747,2633,"Він настільки розумний, що аж страшно стає. Особливо, коли вмикає поворотник після того, як вже повернув.",gemini,zeroshot,"він настільки розумний, що аж страшно стає. особливо, коли вмикає поворотник після того, як вже повернув.","['він', 'настільки', 'розумний', 'що', 'аж', 'страшно', 'стає', 'особливо', 'коли', 'вмикає', 'поворотник', 'після', 'того', 'як', 'вже', 'повернув']",16,1,"['він', 'настільки', 'розумний', 'що', 'аж', 'страшно', 'ставати', 'особливо', 'коли', 'вмикати', 'поворотник', 'після', 'те', 'як', 'вже', 'повернути']",[],"[('він', 'настільки'), ('настільки', 'розумний'), ('розумний', 'що'), ('що', 'аж'), ('аж', 'страшно'), ('страшно', 'ставати'), ('ставати', 'особливо'), ('особливо', 'коли'), ('коли', 'вмикати'), ('вмикати', 'поворотник'), ('поворотник', 'після'), ('після', 'те'), ('те', 'як'), ('як', 'вже'), ('вже', 'повернути')]","[('він', 'настільки', 'розумний'), ('настільки', 'розумний', 'що'), ('розумний', 'що', 'аж'), ('що', 'аж', 'страшно'), ('аж', 'страшно', 'ставати'), ('страшно', 'ставати', 'особливо'), ('ставати', 'особливо', 'коли'), ('особливо', 'коли', 'вмикати'), ('коли', 'вмикати', 'поворотник'), ('вмикати', 'поворотник', 'після'), ('поворотник', 'після', 'те'), ('після', 'те', 'як'), ('те', 'як', 'вже'), ('як', 'вже', 'повернути')]"
748,748,748,2182,Я в такому захваті від твоєї пунктуальності! Завжди мріяла почекати годину.,gemini,zeroshot,я в такому захваті від твоєї пунктуальності! завжди мріяла почекати годину.,"['я', 'в', 'такому', 'захваті', 'від', 'твоєї', 'пунктуальності', 'завжди', 'мріяла', 'почекати', 'годину']",11,1,"['я', 'в', 'такий', 'захват', 'від', 'твій', 'пунктуальність', 'завжди', 'мріяти', 'почекати', 'година']",[],"[('я', 'в'), ('в', 'такий'), ('такий', 'захват'), ('захват', 'від'), ('від', 'твій'), ('твій', 'пунктуальність'), ('пунктуальність', 'завжди'), ('завжди', 'мріяти'), ('мріяти', 'почекати'), ('почекати', 'година')]","[('я', 'в', 'такий'), ('в', 'такий', 'захват'), ('такий', 'захват', 'від'), ('захват', 'від', 'твій'), ('від', 'твій', 'пунктуальність'), ('твій', 'пунктуальність', 'завжди'), ('пунктуальність', 'завжди', 'мріяти'), ('завжди', 'мріяти', 'почекати'), ('мріяти', 'почекати', 'година')]"
749,749,749,2852,Я просто в захваті від твого співу у душі. Особливо о 6 ранку.,gemini,zeroshot,я просто в захваті від твого співу у душі. особливо о 6 ранку.,"['я', 'просто', 'в', 'захваті', 'від', 'твого', 'співу', 'у', 'душі', 'особливо', 'о', 'ранку']",12,1,"['я', 'просто', 'в', 'захват', 'від', 'твій', 'спів', 'у', 'душа', 'особливо', 'о', 'ранок']",[],"[('я', 'просто'), ('просто', 'в'), ('в', 'захват'), ('захват', 'від'), ('від', 'твій'), ('твій', 'спів'), ('спів', 'у'), ('у', 'душа'), ('душа', 'особливо'), ('особливо', 'о'), ('о', 'ранок')]","[('я', 'просто', 'в'), ('просто', 'в', 'захват'), ('в', 'захват', 'від'), ('захват', 'від', 'твій'), ('від', 'твій', 'спів'), ('твій', 'спів', 'у'), ('спів', 'у', 'душа'), ('у', 'душа', 'особливо'), ('душа', 'особливо', 'о'), ('особливо', 'о', 'ранок')]"
750,750,750,1963,"О, цей запах свіжого повітря... ніщо не зрівняється з ним, окрім хіба що запаху сміттєзвалища.",gemini,zeroshot,"о, цей запах свіжого повітря... ніщо не зрівняється з ним, окрім хіба що запаху сміттєзвалища.","['о', 'цей', 'запах', 'свіжого', 'повітря', 'ніщо', 'не', 'зрівняється', 'з', 'ним', 'окрім', 'хіба', 'що', 'запаху', 'сміттєзвалища']",15,1,"['о', 'цей', 'запах', 'свіжий', 'повітря', 'ніщо', 'не', 'зрівнятися', 'з', 'він', 'окрім', 'хіба', 'що', 'запах', 'сміттєзвалище']",[],"[('о', 'цей'), ('цей', 'запах'), ('запах', 'свіжий'), ('свіжий', 'повітря'), ('повітря', 'ніщо'), ('ніщо', 'не'), ('не', 'зрівнятися'), ('зрівнятися', 'з'), ('з', 'він'), ('він', 'окрім'), ('окрім', 'хіба'), ('хіба', 'що'), ('що', 'запах'), ('запах', 'сміттєзвалище')]","[('о', 'цей', 'запах'), ('цей', 'запах', 'свіжий'), ('запах', 'свіжий', 'повітря'), ('свіжий', 'повітря', 'ніщо'), ('повітря', 'ніщо', 'не'), ('ніщо', 'не', 'зрівнятися'), ('не', 'зрівнятися', 'з'), ('зрівнятися', 'з', 'він'), ('з', 'він', 'окрім'), ('він', 'окрім', 'хіба'), ('окрім', 'хіба', 'що'), ('хіба', 'що', 'запах'), ('що', 'запах', 'сміттєзвалище')]"
751,751,751,2573,"Я в захваті від твоєї нової роботи. Особливо від того, скільки часу ти тепер проводиш в офісі.",gemini,zeroshot,"я в захваті від твоєї нової роботи. особливо від того, скільки часу ти тепер проводиш в офісі.","['я', 'в', 'захваті', 'від', 'твоєї', 'нової', 'роботи', 'особливо', 'від', 'того', 'скільки', 'часу', 'ти', 'тепер', 'проводиш', 'в', 'офісі']",17,1,"['я', 'в', 'захват', 'від', 'твій', 'новий', 'робота', 'особливо', 'від', 'те', 'скільки', 'час', 'ти', 'тепер', 'проводити', 'в', 'офіс']",[],"[('я', 'в'), ('в', 'захват'), ('захват', 'від'), ('від', 'твій'), ('твій', 'новий'), ('новий', 'робота'), ('робота', 'особливо'), ('особливо', 'від'), ('від', 'те'), ('те', 'скільки'), ('скільки', 'час'), ('час', 'ти'), ('ти', 'тепер'), ('тепер', 'проводити'), ('проводити', 'в'), ('в', 'офіс')]","[('я', 'в', 'захват'), ('в', 'захват', 'від'), ('захват', 'від', 'твій'), ('від', 'твій', 'новий'), ('твій', 'новий', 'робота'), ('новий', 'робота', 'особливо'), ('робота', 'особливо', 'від'), ('особливо', 'від', 'те'), ('від', 'те', 'скільки'), ('те', 'скільки', 'час'), ('скільки', 'час', 'ти'), ('час', 'ти', 'тепер'), ('ти', 'тепер', 'проводити'), ('тепер', 'проводити', 'в'), ('проводити', 'в', 'офіс')]"
752,752,752,2655,Моя улюблена музика – шум перфоратора.,gemini,zeroshot,моя улюблена музика – шум перфоратора.,"['моя', 'улюблена', 'музика', 'шум', 'перфоратора']",5,1,"['мій', 'улюблений', 'музика', 'шум', 'перфоратор']",[],"[('мій', 'улюблений'), ('улюблений', 'музика'), ('музика', 'шум'), ('шум', 'перфоратор')]","[('мій', 'улюблений', 'музика'), ('улюблений', 'музика', 'шум'), ('музика', 'шум', 'перфоратор')]"
753,753,753,2648,"Обожнюю, коли мої плани руйнуються в останній момент. Це так додає адреналіну!",gemini,zeroshot,"обожнюю, коли мої плани руйнуються в останній момент. це так додає адреналіну!","['обожнюю', 'коли', 'мої', 'плани', 'руйнуються', 'в', 'останній', 'момент', 'це', 'так', 'додає', 'адреналіну']",12,1,"['обожнювати', 'коли', 'мій', 'план', 'руйнуватися', 'в', 'останній', 'момент', 'це', 'так', 'додавати', 'адреналін']",[],"[('обожнювати', 'коли'), ('коли', 'мій'), ('мій', 'план'), ('план', 'руйнуватися'), ('руйнуватися', 'в'), ('в', 'останній'), ('останній', 'момент'), ('момент', 'це'), ('це', 'так'), ('так', 'додавати'), ('додавати', 'адреналін')]","[('обожнювати', 'коли', 'мій'), ('коли', 'мій', 'план'), ('мій', 'план', 'руйнуватися'), ('план', 'руйнуватися', 'в'), ('руйнуватися', 'в', 'останній'), ('в', 'останній', 'момент'), ('останній', 'момент', 'це'), ('момент', 'це', 'так'), ('це', 'так', 'додавати'), ('так', 'додавати', 'адреналін')]"
754,754,754,2353,Моя улюблена музика - це шум перфоратора. Він такий мелодійний та заспокійливий.,gemini,zeroshot,моя улюблена музика - це шум перфоратора. він такий мелодійний та заспокійливий.,"['моя', 'улюблена', 'музика', 'це', 'шум', 'перфоратора', 'він', 'такий', 'мелодійний', 'та', 'заспокійливий']",11,1,"['мій', 'улюблений', 'музика', 'це', 'шум', 'перфоратор', 'він', 'такий', 'мелодійний', 'та', 'заспокійливий']",[],"[('мій', 'улюблений'), ('улюблений', 'музика'), ('музика', 'це'), ('це', 'шум'), ('шум', 'перфоратор'), ('перфоратор', 'він'), ('він', 'такий'), ('такий', 'мелодійний'), ('мелодійний', 'та'), ('та', 'заспокійливий')]","[('мій', 'улюблений', 'музика'), ('улюблений', 'музика', 'це'), ('музика', 'це', 'шум'), ('це', 'шум', 'перфоратор'), ('шум', 'перфоратор', 'він'), ('перфоратор', 'він', 'такий'), ('він', 'такий', 'мелодійний'), ('такий', 'мелодійний', 'та'), ('мелодійний', 'та', 'заспокійливий')]"
755,755,755,2430,"Звичайно, я знову проспав будильник. Можливо, варто поставити його на режим ""вибух"", щоб нарешті прокинутися.",gemini,zeroshot,"звичайно, я знову проспав будильник. можливо, варто поставити його на режим ""вибух"", щоб нарешті прокинутися.","['звичайно', 'я', 'знову', 'проспав', 'будильник', 'можливо', 'варто', 'поставити', 'його', 'на', 'режим', 'вибух', 'щоб', 'нарешті', 'прокинутися']",15,1,"['звичайно', 'я', 'знову', 'проспати', 'будильник', 'можливо', 'варто', 'поставити', 'він', 'на', 'режим', 'вибух', 'щоб', 'нарешті', 'прокинутися']",[],"[('звичайно', 'я'), ('я', 'знову'), ('знову', 'проспати'), ('проспати', 'будильник'), ('будильник', 'можливо'), ('можливо', 'варто'), ('варто', 'поставити'), ('поставити', 'він'), ('він', 'на'), ('на', 'режим'), ('режим', 'вибух'), ('вибух', 'щоб'), ('щоб', 'нарешті'), ('нарешті', 'прокинутися')]","[('звичайно', 'я', 'знову'), ('я', 'знову', 'проспати'), ('знову', 'проспати', 'будильник'), ('проспати', 'будильник', 'можливо'), ('будильник', 'можливо', 'варто'), ('можливо', 'варто', 'поставити'), ('варто', 'поставити', 'він'), ('поставити', 'він', 'на'), ('він', 'на', 'режим'), ('на', 'режим', 'вибух'), ('режим', 'вибух', 'щоб'), ('вибух', 'щоб', 'нарешті'), ('щоб', 'нарешті', 'прокинутися')]"
756,756,756,2926,"Так, я вважаю, що іспити – це найкращий спосіб перевірити знання. Особливо, коли треба вивчити купу непотрібної інформації.",gemini,zeroshot,"так, я вважаю, що іспити – це найкращий спосіб перевірити знання. особливо, коли треба вивчити купу непотрібної інформації.","['так', 'я', 'вважаю', 'що', 'іспити', 'це', 'найкращий', 'спосіб', 'перевірити', 'знання', 'особливо', 'коли', 'треба', 'вивчити', 'купу', 'непотрібної', 'інформації']",17,1,"['так', 'я', 'вважати', 'що', 'іспит', 'це', 'найкращий', 'спосіб', 'перевірити', 'знання', 'особливо', 'коли', 'треба', 'вивчити', 'купа', 'непотрібний', 'інформація']",[],"[('так', 'я'), ('я', 'вважати'), ('вважати', 'що'), ('що', 'іспит'), ('іспит', 'це'), ('це', 'найкращий'), ('найкращий', 'спосіб'), ('спосіб', 'перевірити'), ('перевірити', 'знання'), ('знання', 'особливо'), ('особливо', 'коли'), ('коли', 'треба'), ('треба', 'вивчити'), ('вивчити', 'купа'), ('купа', 'непотрібний'), ('непотрібний', 'інформація')]","[('так', 'я', 'вважати'), ('я', 'вважати', 'що'), ('вважати', 'що', 'іспит'), ('що', 'іспит', 'це'), ('іспит', 'це', 'найкращий'), ('це', 'найкращий', 'спосіб'), ('найкращий', 'спосіб', 'перевірити'), ('спосіб', 'перевірити', 'знання'), ('перевірити', 'знання', 'особливо'), ('знання', 'особливо', 'коли'), ('особливо', 'коли', 'треба'), ('коли', 'треба', 'вивчити'), ('треба', 'вивчити', 'купа'), ('вивчити', 'купа', 'непотрібний'), ('купа', 'непотрібний', 'інформація')]"
757,757,757,2570,"Я так радий, що ти знайшов свою другу половинку. Тепер у мене буде більше вільного часу.",gemini,zeroshot,"я так радий, що ти знайшов свою другу половинку. тепер у мене буде більше вільного часу.","['я', 'так', 'радий', 'що', 'ти', 'знайшов', 'свою', 'другу', 'половинку', 'тепер', 'у', 'мене', 'буде', 'більше', 'вільного', 'часу']",16,1,"['я', 'так', 'радий', 'що', 'ти', 'знайти', 'свій', 'другий', 'половинка', 'тепер', 'у', 'я', 'бути', 'більше', 'вільний', 'час']",[],"[('я', 'так'), ('так', 'радий'), ('радий', 'що'), ('що', 'ти'), ('ти', 'знайти'), ('знайти', 'свій'), ('свій', 'другий'), ('другий', 'половинка'), ('половинка', 'тепер'), ('тепер', 'у'), ('у', 'я'), ('я', 'бути'), ('бути', 'більше'), ('більше', 'вільний'), ('вільний', 'час')]","[('я', 'так', 'радий'), ('так', 'радий', 'що'), ('радий', 'що', 'ти'), ('що', 'ти', 'знайти'), ('ти', 'знайти', 'свій'), ('знайти', 'свій', 'другий'), ('свій', 'другий', 'половинка'), ('другий', 'половинка', 'тепер'), ('половинка', 'тепер', 'у'), ('тепер', 'у', 'я'), ('у', 'я', 'бути'), ('я', 'бути', 'більше'), ('бути', 'більше', 'вільний'), ('більше', 'вільний', 'час')]"
758,758,758,2193,Я в такому захваті від твоєї кулінарної майстерності! Ця страва на смак як підошва.,gemini,zeroshot,я в такому захваті від твоєї кулінарної майстерності! ця страва на смак як підошва.,"['я', 'в', 'такому', 'захваті', 'від', 'твоєї', 'кулінарної', 'майстерності', 'ця', 'страва', 'на', 'смак', 'як', 'підошва']",14,1,"['я', 'в', 'такий', 'захват', 'від', 'твій', 'кулінарний', 'майстерність', 'цей', 'страва', 'на', 'смак', 'як', 'підошва']",[],"[('я', 'в'), ('в', 'такий'), ('такий', 'захват'), ('захват', 'від'), ('від', 'твій'), ('твій', 'кулінарний'), ('кулінарний', 'майстерність'), ('майстерність', 'цей'), ('цей', 'страва'), ('страва', 'на'), ('на', 'смак'), ('смак', 'як'), ('як', 'підошва')]","[('я', 'в', 'такий'), ('в', 'такий', 'захват'), ('такий', 'захват', 'від'), ('захват', 'від', 'твій'), ('від', 'твій', 'кулінарний'), ('твій', 'кулінарний', 'майстерність'), ('кулінарний', 'майстерність', 'цей'), ('майстерність', 'цей', 'страва'), ('цей', 'страва', 'на'), ('страва', 'на', 'смак'), ('на', 'смак', 'як'), ('смак', 'як', 'підошва')]"
759,759,759,2090,З нетерпінням чекаю на чергову порцію фейкових новин. Це так пізнавально.,gemini,zeroshot,з нетерпінням чекаю на чергову порцію фейкових новин. це так пізнавально.,"['з', 'нетерпінням', 'чекаю', 'на', 'чергову', 'порцію', 'фейкових', 'новин', 'це', 'так', 'пізнавально']",11,1,"['з', 'нетерпіння', 'чекати', 'на', 'черговий', 'порція', 'фейковий', 'новина', 'це', 'так', 'пізнавально']",[],"[('з', 'нетерпіння'), ('нетерпіння', 'чекати'), ('чекати', 'на'), ('на', 'черговий'), ('черговий', 'порція'), ('порція', 'фейковий'), ('фейковий', 'новина'), ('новина', 'це'), ('це', 'так'), ('так', 'пізнавально')]","[('з', 'нетерпіння', 'чекати'), ('нетерпіння', 'чекати', 'на'), ('чекати', 'на', 'черговий'), ('на', 'черговий', 'порція'), ('черговий', 'порція', 'фейковий'), ('порція', 'фейковий', 'новина'), ('фейковий', 'новина', 'це'), ('новина', 'це', 'так'), ('це', 'так', 'пізнавально')]"
760,760,760,2206,"Я просто обожнюю, коли мій будильник дзвонить о 5 ранку у вихідні. Це так бадьорить.",gemini,zeroshot,"я просто обожнюю, коли мій будильник дзвонить о 5 ранку у вихідні. це так бадьорить.","['я', 'просто', 'обожнюю', 'коли', 'мій', 'будильник', 'дзвонить', 'о', 'ранку', 'у', 'вихідні', 'це', 'так', 'бадьорить']",14,1,"['я', 'просто', 'обожнювати', 'коли', 'мій', 'будильник', 'дзвонити', 'о', 'ранок', 'у', 'вихідний', 'це', 'так', 'бадьорити']",[],"[('я', 'просто'), ('просто', 'обожнювати'), ('обожнювати', 'коли'), ('коли', 'мій'), ('мій', 'будильник'), ('будильник', 'дзвонити'), ('дзвонити', 'о'), ('о', 'ранок'), ('ранок', 'у'), ('у', 'вихідний'), ('вихідний', 'це'), ('це', 'так'), ('так', 'бадьорити')]","[('я', 'просто', 'обожнювати'), ('просто', 'обожнювати', 'коли'), ('обожнювати', 'коли', 'мій'), ('коли', 'мій', 'будильник'), ('мій', 'будильник', 'дзвонити'), ('будильник', 'дзвонити', 'о'), ('дзвонити', 'о', 'ранок'), ('о', 'ранок', 'у'), ('ранок', 'у', 'вихідний'), ('у', 'вихідний', 'це'), ('вихідний', 'це', 'так'), ('це', 'так', 'бадьорити')]"
761,761,761,2226,"Чудово, що ти витратив три години на перегляд відео з котиками. Це точно допоможе тобі підготуватися до іспиту.",gemini,zeroshot,"чудово, що ти витратив три години на перегляд відео з котиками. це точно допоможе тобі підготуватися до іспиту.","['чудово', 'що', 'ти', 'витратив', 'три', 'години', 'на', 'перегляд', 'відео', 'з', 'котиками', 'це', 'точно', 'допоможе', 'тобі', 'підготуватися', 'до', 'іспиту']",18,1,"['чудово', 'що', 'ти', 'витратити', 'три', 'година', 'на', 'перегляд', 'відео', 'з', 'котик', 'це', 'точно', 'допомогти', 'ти', 'підготуватися', 'до', 'іспит']",[],"[('чудово', 'що'), ('що', 'ти'), ('ти', 'витратити'), ('витратити', 'три'), ('три', 'година'), ('година', 'на'), ('на', 'перегляд'), ('перегляд', 'відео'), ('відео', 'з'), ('з', 'котик'), ('котик', 'це'), ('це', 'точно'), ('точно', 'допомогти'), ('допомогти', 'ти'), ('ти', 'підготуватися'), ('підготуватися', 'до'), ('до', 'іспит')]","[('чудово', 'що', 'ти'), ('що', 'ти', 'витратити'), ('ти', 'витратити', 'три'), ('витратити', 'три', 'година'), ('три', 'година', 'на'), ('година', 'на', 'перегляд'), ('на', 'перегляд', 'відео'), ('перегляд', 'відео', 'з'), ('відео', 'з', 'котик'), ('з', 'котик', 'це'), ('котик', 'це', 'точно'), ('це', 'точно', 'допомогти'), ('точно', 'допомогти', 'ти'), ('допомогти', 'ти', 'підготуватися'), ('ти', 'підготуватися', 'до'), ('підготуватися', 'до', 'іспит')]"
762,762,762,2059,"Звичайно, я прийду на твою вечірку. Я ж нічого кращого не маю робити.",gemini,zeroshot,"звичайно, я прийду на твою вечірку. я ж нічого кращого не маю робити.","['звичайно', 'я', 'прийду', 'на', 'твою', 'вечірку', 'я', 'ж', 'нічого', 'кращого', 'не', 'маю', 'робити']",13,1,"['звичайно', 'я', 'прийти', 'на', 'твій', 'вечірка', 'я', 'ж', 'ніщо', 'кращий', 'не', 'мати', 'робити']",[],"[('звичайно', 'я'), ('я', 'прийти'), ('прийти', 'на'), ('на', 'твій'), ('твій', 'вечірка'), ('вечірка', 'я'), ('я', 'ж'), ('ж', 'ніщо'), ('ніщо', 'кращий'), ('кращий', 'не'), ('не', 'мати'), ('мати', 'робити')]","[('звичайно', 'я', 'прийти'), ('я', 'прийти', 'на'), ('прийти', 'на', 'твій'), ('на', 'твій', 'вечірка'), ('твій', 'вечірка', 'я'), ('вечірка', 'я', 'ж'), ('я', 'ж', 'ніщо'), ('ж', 'ніщо', 'кращий'), ('ніщо', 'кращий', 'не'), ('кращий', 'не', 'мати'), ('не', 'мати', 'робити')]"
763,763,763,2762,"Ніщо не зрівняється з відчуттям, коли ти наступив на детальку лего босою ногою.",gemini,zeroshot,"ніщо не зрівняється з відчуттям, коли ти наступив на детальку лего босою ногою.","['ніщо', 'не', 'зрівняється', 'з', 'відчуттям', 'коли', 'ти', 'наступив', 'на', 'детальку', 'лего', 'босою', 'ногою']",13,1,"['ніщо', 'не', 'зрівнятися', 'з', 'відчуття', 'коли', 'ти', 'наступити', 'на', 'деталька', 'лего', 'боса', 'нога']",[],"[('ніщо', 'не'), ('не', 'зрівнятися'), ('зрівнятися', 'з'), ('з', 'відчуття'), ('відчуття', 'коли'), ('коли', 'ти'), ('ти', 'наступити'), ('наступити', 'на'), ('на', 'деталька'), ('деталька', 'лего'), ('лего', 'боса'), ('боса', 'нога')]","[('ніщо', 'не', 'зрівнятися'), ('не', 'зрівнятися', 'з'), ('зрівнятися', 'з', 'відчуття'), ('з', 'відчуття', 'коли'), ('відчуття', 'коли', 'ти'), ('коли', 'ти', 'наступити'), ('ти', 'наступити', 'на'), ('наступити', 'на', 'деталька'), ('на', 'деталька', 'лего'), ('деталька', 'лего', 'боса'), ('лего', 'боса', 'нога')]"
